Subtopic,QuestionNumber,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,123,"একটি ত্রিভুজের শীর্ষবিন্দুগুলো (২,৩), (৮,৭), এবং (১০,৪)। এর ক্ষেত্রফল কত বর্গ একক?",15,16,17,18,  A,ক্ষেত্রফল = ১/২ × |২(৭ − ৪) + ৮(৪ − ৩) + ১০(৩ − ৭)| = ১/২ × |৬ + ৮ − ৪০| = ১/২ × ৩০ = ১৫ বর্গ একক। Option A সঠিক।,10
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,124,"একটি ট্রাপিজিয়ামের সমান্তরাল বাহুগুলো ৩০ সেমি এবং ২০ সেমি, এবং অসমান্তরাল বাহুগুলো ১৩ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?",300,304,308,312,  A,উচ্চতা = √(১৩² − ((৩০ − ২০)/২)²) = √(১৬৯ − ২৫) = ১২ সেমি। ক্ষেত্রফল = ১/২ × (৩০ + ২০) × ১২ = ৩০০ বর্গ সেমি। Option A সঠিক।,10
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,125,একটি সমকোণী ত্রিভুজের সমকোণ সংলগ্ন বাহুগুলো ৩ সেমি এবং ৪ সেমি। পিথাগোরাসের উপপাদ্য ব্যবহার করে এর ক্ষেত্রফল কত বর্গ সেমি?,6,8,10,12,  A,ক্ষেত্রফল = ১/২ × ভূমি × উচ্চতা = ১/২ × ৩ × ৪ = ৬ বর্গ সেমি। Option A সঠিক।,1
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,126,একটি সমান্তরাল বাহু চতুর্ভুজের ভূমি ৮ সেমি এবং উচ্চতা ৫ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?,35,40,45,50,  B,ক্ষেত্রফল = ভূমি × উচ্চতা = ৮ × ৫ = ৪০ বর্গ সেমি। Option B সঠিক।,1
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,127,দুটি সদৃশ ত্রিভুজের বাহুগুলোর অনুপাত ১:২। তাদের ক্ষেত্রফলের অনুপাত কত?,1:02,2:01,1:04,4:01,  C,সদৃশ ত্রিভুজের ক্ষেত্রফলের অনুপাত = বাহুগুলোর অনুপাতের বর্গ = (১/২)² = ১:৪। Option C সঠিক।,1
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,128,একটি ত্রিভুজের ভূমি ১০ সেমি এবং উচ্চতা ৬ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?,25,30,35,40,  B,ক্ষেত্রফল = ১/২ × ভূমি × উচ্চতা = ১/২ × ১০ × ৬ = ৩০ বর্গ সেমি। Option B সঠিক।,1
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,129,"একটি সমকোণী ত্রিভুজের বাহুগুলো ৫ সেমি, ১২ সেমি, এবং ১৩ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?",25,30,35,40,  B,এটি একটি সমকোণী ত্রিভুজ (৫² + ১২² = ১৩²)। ক্ষেত্রফল = ১/২ × ৫ × ১২ = ৩০ বর্গ সেমি। Option B সঠিক।,1
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,130,"একটি ট্রাপিজিয়ামের সমান্তরাল বাহুগুলো ৯ সেমি এবং ৫ সেমি, এবং উচ্চতা ৪ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?",24,28,32,36,  B,ক্ষেত্রফল = ১/২ × (সমান্তরাল বাহুগুলোর যোগফল) × উচ্চতা = ১/২ × (৯ + ৫) × ৪ = ২৮ বর্গ সেমি। Option B সঠিক।,2
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,131,দুটি সদৃশ ত্রিভুজের ক্ষেত্রফল ১৬ বর্গ সেমি এবং ২৫ বর্গ সেমি। তাদের বাহুগুলোর অনুপাত কত?,4:05,5:04,16:25,25:16:00,  A,বাহুগুলোর অনুপাত = √(ক্ষেত্রফলের অনুপাত) = √(১৬/২৫) = ৪/৫। Option A সঠিক।,2
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,132,একটি সমকোণী ত্রিভুজের সমকোণ সংলগ্ন বাহুগুলো ৬ সেমি এবং ৮ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?,20,24,28,32,  B,ক্ষেত্রফল = ১/২ × ৬ × ৮ = ২৪ বর্গ সেমি। Option B সঠিক।,2
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,133,একটি সমান্তরাল বাহু চতুর্ভুজের ক্ষেত্রফল ৪৮ বর্গ সেমি এবং ভূমি ১২ সেমি। উচ্চতা কত সেমি?,3,4,5,6,  B,"ক্ষেত্রফল = ভূমি × উচ্চতা। তাই, ৪৮ = ১২ × উচ্চতা ⇒ উচ্চতা = ৪৮/১২ = ৪ সেমি। Option B সঠিক।",2
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,134,"একটি সমকোণী ত্রিভুজের বাহুগুলো ১০ সেমি, ২৪ সেমি, এবং ২৬ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?",110,120,130,140,  B,এটি একটি সমকোণী ত্রিভুজ (১০² + ২৪² = ২৬²)। ক্ষেত্রফল = ১/২ × ১০ × ২৪ = ১২০ বর্গ সেমি। Option B সঠিক।,2
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,135,একটি ত্রিভুজের ক্ষেত্রফল ২৮ বর্গ সেমি এবং ভূমি ৮ সেমি। উচ্চতা কত সেমি?,5,6,7,8,  C,"ক্ষেত্রফল = ১/২ × ভূমি × উচ্চতা। তাই, ২৮ = ১/২ × ৮ × উচ্চতা ⇒ উচ্চতা = (২৮ × ২) / ৮ = ৭ সেমি। Option C সঠিক।",3
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,136,"দুটি সদৃশ ত্রিভুজের বাহুগুলোর অনুপাত ২:৩। যদি ছোট ত্রিভুজের ক্ষেত্রফল ১৮ বর্গ সেমি হয়, তবে বড় ত্রিভুজের ক্ষেত্রফল কত বর্গ সেমি?",36,40,48,54,  B,ক্ষেত্রফলের অনুপাত = (২/৩)² = ৪/৯। বড় ত্রিভুজের ক্ষেত্রফল = ১৮ × (৯/৪) = ৪০.৫ ≈ ৪০ বর্গ সেমি। Option B সঠিক।,3
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,137,একটি সমকোণী ত্রিভুজের অতিভুজ ১৭ সেমি এবং একটি বাহু ৮ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?,50,60,70,80,  B,অন্য বাহু = √(১৭² − ৮²) = √(২৮৯ − ৬৪) = ১৫ সেমি। ক্ষেত্রফল = ১/২ × ৮ × ১৫ = ৬০ বর্গ সেমি। Option B সঠিক।,3
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,138,"একটি ট্রাপিজিয়ামের সমান্তরাল বাহুগুলো ১৪ সেমি এবং ৬ সেমি, এবং উচ্চতা ৫ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?",45,50,55,60,  B,ক্ষেত্রফল = ১/২ × (১৪ + ৬) × ৫ = ১/২ × ২০ × ৫ = ৫০ বর্গ সেমি। Option B সঠিক।,3
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,139,একটি সমকোণী ত্রিভুজের সমকোণ সংলগ্ন বাহুগুলো ১৫ সেমি এবং ৮ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?,50,60,70,80,  B,ক্ষেত্রফল = ১/২ × ১৫ × ৮ = ৬০ বর্গ সেমি। Option B সঠিক।,3
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,140,একটি বৃত্তের অংশের কোণ ১২০° এবং ব্যাসার্ধ ৭ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি? (π = ২২/৭),50.29,51.33,52.67,53.14,  B,ক্ষেত্রফল = (১২০/৩৬০) × (২২/৭) × ৭² = ১/৩ × ২২/৭ × ৪৯ = ১৫৪/৩ ≈ ৫১.৩৩ বর্গ সেমি। Option B সঠিক।,4
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,141,দুটি সদৃশ ত্রিভুজের ক্ষেত্রফল ৩৬ বর্গ সেমি এবং ৮১ বর্গ সেমি। তাদের বাহুগুলোর অনুপাত কত?,2:03,3:02,4:09,9:04,  A,বাহুগুলোর অনুপাত = √(৩৬/৮১) = ৬/৯ = ২/৩। Option A সঠিক।,4
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,142,একটি সমকোণী ত্রিভুজের অতিভুজ ২৫ সেমি এবং একটি বাহু ৭ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?,84,88,92,96,  A,অন্য বাহু = √(২৫² − ৭²) = √(৬২৫ − ৪৯) = ২৪ সেমি। ক্ষেত্রফল = ১/২ × ৭ × ২৪ = ৮৪ বর্গ সেমি। Option A সঠিক।,4
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,143,"একটি ত্রিভুজের শীর্ষবিন্দুগুলো (০,০), (৫,০), এবং (০,৪)। এর ক্ষেত্রফল কত বর্গ একক?",8,10,12,14,  B,"ভূমি = ৫, উচ্চতা = ৪। ক্ষেত্রফল = ১/২ × ৫ × ৪ = ১০ বর্গ একক। Option B সঠিক।",4
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,144,"একটি সমান্তরাল বাহু চতুর্ভুজের দুটি সন্নিহিত বাহু ৫ সেমি এবং ১০ সেমি, এবং তাদের মধ্যবর্তী কোণ ৯০°। এর ক্ষেত্রফল কত বর্গ সেমি?",40,50,60,70,  B,ক্ষেত্রফল = বাহু × বাহু × sin(কোণ) = ৫ × ১০ × sin(৯০°) = ৫০ বর্গ সেমি। Option B সঠিক।,4
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,145,"একটি ট্রাপিজিয়ামের সমান্তরাল বাহুগুলো ১৬ সেমি এবং ৮ সেমি, এবং উচ্চতা ৬ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?",72,76,80,84,  A,ক্ষেত্রফল = ১/২ × (১৬ + ৮) × ৬ = ১/২ × ২৪ × ৬ = ৭২ বর্গ সেমি। Option A সঠিক।,5
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,146,"দুটি সদৃশ ত্রিভুজের বাহুগুলোর অনুপাত ৫:৩। যদি বড় ত্রিভুজের ক্ষেত্রফল ১২৫ বর্গ সেমি হয়, তবে ছোট ত্রিভুজের ক্ষেত্রফল কত বর্গ সেমি?",45,50,55,60,  A,ক্ষেত্রফলের অনুপাত = (৫/৩)² = ২৫/৯। ছোট ত্রিভুজের ক্ষেত্রফল = ১২৫ × (৯/২৫) = ৪৫ বর্গ সেমি। Option A সঠিক।,5
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,147,একটি সমকোণী ত্রিভুজের সমকোণ সংলগ্ন বাহুগুলো ৯ সেমি এবং ১২ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?,50,54,58,62,  B,ক্ষেত্রফল = ১/২ × ৯ × ১২ = ৫৪ বর্গ সেমি। Option B সঠিক।,5
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,148,"একটি ত্রিভুজের শীর্ষবিন্দুগুলো (১,১), (৪,১), এবং (৪,৫)। এর ক্ষেত্রফল কত বর্গ একক?",6,8,10,12,  A,"ভূমি = ৪ − ১ = ৩, উচ্চতা = ৫ − ১ = ৪। ক্ষেত্রফল = ১/২ × ৩ × ৪ = ৬ বর্গ একক। Option A সঠিক।",5
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,149,একটি নিয়মিত ষড়ভুজের বাহুর দৈর্ঘ্য ৬ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?,90,93.53,96,99.12,  B,ক্ষেত্রফল = (৩√৩/২) × ৬² = ২.৫৯৮ × ৩৬ ≈ ৯৩.৫৩ বর্গ সেমি। Option B সঠিক।,5
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,150,একটি বৃত্তের অংশের কোণ ১৮০° এবং ব্যাসার্ধ ৮ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪),100.48,101.76,102.04,103.32,  A,ক্ষেত্রফল = (১৮০/৩৬০) × ৩.১৪ × ৮² = ১/২ × ৩.১৪ × ৬৪ = ১০০.৪৮ বর্গ সেমি। Option A সঠিক।,6
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,151,দুটি সদৃশ ত্রিভুজের ক্ষেত্রফল ৪৯ বর্গ সেমি এবং ৬৪ বর্গ সেমি। তাদের বাহুগুলোর অনুপাত কত?,7:08,8:07,49:64,64:49:00,  A,বাহুগুলোর অনুপাত = √(৪৯/৬৪) = ৭/৮। Option A সঠিক।,6
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,152,একটি সমকোণী ত্রিভুজের অতিভুজ ২৬ সেমি এবং একটি বাহু ১০ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?,110,120,130,140,  B,অন্য বাহু = √(২৬² − ১০²) = √(৬৭৬ − ১০০) = ২৪ সেমি। ক্ষেত্রফল = ১/২ × ১০ × ২৪ = ১২০ বর্গ সেমি। Option B সঠিক।,6
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,153,"একটি ত্রিভুজের শীর্ষবিন্দুগুলো (০,০), (৬,০), এবং (৩,৪)। এর ক্ষেত্রফল কত বর্গ একক?",10,12,14,16,  B,ক্ষেত্রফল = ১/২ × |০(০ − ৪) + ৬(৪ − ০) + ৩(০ − ০)| = ১/২ × |২৪| = ১২ বর্গ একক। Option B সঠিক।,6
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,154,"একটি ট্রাপিজিয়ামের সমান্তরাল বাহুগুলো ১৮ সেমি এবং ১০ সেমি, এবং অসমান্তরাল বাহুগুলো ১০ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?",112,120,128,136,  A,উচ্চতা = √(১০² − ((১৮ − ১০)/২)²) = √(১০০ − ১৬) = ৮ সেমি। ক্ষেত্রফল = ১/২ × (১৮ + ১০) × ৮ = ১১২ বর্গ সেমি। Option A সঠিক।,6
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,156,একটি সমকোণী ত্রিভুজের সমকোণ সংলগ্ন বাহুগুলো ৮ সেমি এবং ৬ সেমি। পিথাগোরাসের উপপাদ্য ব্যবহার করে এর ক্ষেত্রফল কত বর্গ সেমি?,24,28,32,36,  A,ক্ষেত্রফল = ১/২ × ভূমি × উচ্চতা = ১/২ × ৮ × ৬ = ২৪ বর্গ সেমি। Option A সঠিক।,1
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,157,একটি সমান্তরাল বাহু চতুর্ভুজের ভূমি ১০ সেমি এবং উচ্চতা ৪ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?,30,40,50,60,  B,ক্ষেত্রফল = ভূমি × উচ্চতা = ১০ × ৪ = ৪০ বর্গ সেমি। Option B সঠিক।,1
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,158,দুটি সদৃশ ত্রিভুজের বাহুগুলোর অনুপাত ৩:১। তাদের ক্ষেত্রফলের অনুপাত কত?,3:01,1:03,9:01,1:09,  C,সদৃশ ত্রিভুজের ক্ষেত্রফলের অনুপাত = বাহুগুলোর অনুপাতের বর্গ = (৩/১)² = ৯:১। Option C সঠিক।,1
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,159,একটি ত্রিভুজের ভূমি ১৪ সেমি এবং উচ্চতা ৩ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?,18,21,24,27,  B,ক্ষেত্রফল = ১/২ × ভূমি × উচ্চতা = ১/২ × ১৪ × ৩ = ২১ বর্গ সেমি। Option B সঠিক।,1
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,160,"একটি সমকোণী ত্রিভুজের বাহুগুলো ৩ সেমি, ৪ সেমি, এবং ৫ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?",6,8,10,12,  A,এটি একটি সমকোণী ত্রিভুজ (৩² + ৪² = ৫²)। ক্ষেত্রফল = ১/২ × ৩ × ৪ = ৬ বর্গ সেমি। Option A সঠিক।,1
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,161,"একটি ট্রাপিজিয়ামের সমান্তরাল বাহুগুলো ১২ সেমি এবং ৮ সেমি, এবং উচ্চতা ৫ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?",45,50,55,60,  B,ক্ষেত্রফল = ১/২ × (সমান্তরাল বাহুগুলোর যোগফল) × উচ্চতা = ১/২ × (১২ + ৮) × ৫ = ৫০ বর্গ সেমি। Option B সঠিক।,2
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,162,দুটি সদৃশ ত্রিভুজের ক্ষেত্রফল ৯ বর্গ সেমি এবং ২৫ বর্গ সেমি। তাদের বাহুগুলোর অনুপাত কত?,3:05,5:03,9:25,25:09:00,  A,বাহুগুলোর অনুপাত = √(ক্ষেত্রফলের অনুপাত) = √(৯/২৫) = ৩/৫। Option A সঠিক।,2
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,163,একটি সমকোণী ত্রিভুজের সমকোণ সংলগ্ন বাহুগুলো ৫ সেমি এবং ১২ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?,25,30,35,40,  B,ক্ষেত্রফল = ১/২ × ৫ × ১২ = ৩০ বর্গ সেমি। Option B সঠিক।,2
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,164,একটি সমান্তরাল বাহু চতুর্ভুজের ক্ষেত্রফল ৫৬ বর্গ সেমি এবং ভূমি ৮ সেমি। উচ্চতা কত সেমি?,6,7,8,9,  B,"ক্ষেত্রফল = ভূমি × উচ্চতা। তাই, ৫৬ = ৮ × উচ্চতা ⇒ উচ্চতা = ৫৬/৮ = ৭ সেমি। Option B সঠিক।",2
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,165,"একটি সমকোণী ত্রিভুজের বাহুগুলো ৬ সেমি, ৮ সেমি, এবং ১০ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?",20,24,28,32,  B,এটি একটি সমকোণী ত্রিভুজ (৬² + ৮² = ১০²)। ক্ষেত্রফল = ১/২ × ৬ × ৮ = ২৪ বর্গ সেমি। Option B সঠিক।,2
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,166,একটি ত্রিভুজের ক্ষেত্রফল ৩০ বর্গ সেমি এবং ভূমি ১২ সেমি। উচ্চতা কত সেমি?,4,5,6,7,  B,"ক্ষেত্রফল = ১/২ × ভূমি × উচ্চতা। তাই, ৩০ = ১/২ × ১২ × উচ্চতা ⇒ উচ্চতা = (৩০ × ২) / ১২ = ৫ সেমি। Option B সঠিক।",3
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,167,"দুটি সদৃশ ত্রিভুজের বাহুগুলোর অনুপাত ৪:৫। যদি ছোট ত্রিভুজের ক্ষেত্রফল ১৬ বর্গ সেমি হয়, তবে বড় ত্রিভুজের ক্ষেত্রফল কত বর্গ সেমি?",20,25,30,35,  B,ক্ষেত্রফলের অনুপাত = (৪/৫)² = ১৬/২৫। বড় ত্রিভুজের ক্ষেত্রফল = ১৬ × (২৫/১৬) = ২৫ বর্গ সেমি। Option B সঠিক।,3
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,168,একটি সমকোণী ত্রিভুজের অতিভুজ ১৩ সেমি এবং একটি বাহু ৫ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?,25,30,35,40,  B,অন্য বাহু = √(১৩² − ৫²) = √(১৬৯ − ২৫) = ১২ সেমি। ক্ষেত্রফল = ১/২ × ৫ × ১২ = ৩০ বর্গ সেমি। Option B সঠিক।,3
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,169,"একটি ট্রাপিজিয়ামের সমান্তরাল বাহুগুলো ১০ সেমি এবং ৬ সেমি, এবং উচ্চতা ৪ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?",28,32,36,40,  B,ক্ষেত্রফল = ১/২ × (১০ + ৬) × ৪ = ১/২ × ১৬ × ৪ = ৩২ বর্গ সেমি। Option B সঠিক।,3
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,170,একটি সমকোণী ত্রিভুজের সমকোণ সংলগ্ন বাহুগুলো ৭ সেমি এবং ২৪ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?,84,88,92,96,  A,ক্ষেত্রফল = ১/২ × ৭ × ২৪ = ৮৪ বর্গ সেমি। Option A সঠিক।,3
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,171,একটি বৃত্তের অংশের কোণ ৯০° এবং ব্যাসার্ধ ৬ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি? (π = ২২/৭),27,28.29,29.57,30.86,  B,ক্ষেত্রফল = (৯০/৩৬০) × (২২/৭) × ৬² = ১/৪ × ২২/৭ × ৩৬ = ৭৯২/২৮ ≈ ২৮.২৯ বর্গ সেমি। Option B সঠিক।,4
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,172,দুটি সদৃশ ত্রিভুজের ক্ষেত্রফল ২৫ বর্গ সেমি এবং ৪৯ বর্গ সেমি। তাদের বাহুগুলোর অনুপাত কত?,5:07,7:05,25:49:00,49:25:00,  A,বাহুগুলোর অনুপাত = √(২৫/৪৯) = ৫/৭। Option A সঠিক।,4
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,173,একটি সমকোণী ত্রিভুজের অতিভুজ ১৫ সেমি এবং একটি বাহু ৯ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?,54,58,62,66,  A,অন্য বাহু = √(১৫² − ৯²) = √(২২৫ − ৮১) = ১২ সেমি। ক্ষেত্রফল = ১/২ × ৯ × ১২ = ৫৪ বর্গ সেমি। Option A সঠিক।,4
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,174,"একটি ত্রিভুজের শীর্ষবিন্দুগুলো (০,০), (৬,০), এবং (০,৫)। এর ক্ষেত্রফল কত বর্গ একক?",12,15,18,21,  B,"ভূমি = ৬, উচ্চতা = ৫। ক্ষেত্রফল = ১/২ × ৬ × ৫ = ১৫ বর্গ একক। Option B সঠিক।",4
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,175,"একটি সমান্তরাল বাহু চতুর্ভুজের দুটি সন্নিহিত বাহু ৬ সেমি এবং ৮ সেমি, এবং তাদের মধ্যবর্তী কোণ ৯০°। এর ক্ষেত্রফল কত বর্গ সেমি?",40,48,56,64,  B,ক্ষেত্রফল = বাহু × বাহু × sin(কোণ) = ৬ × ৮ × sin(৯০°) = ৪৮ বর্গ সেমি। Option B সঠিক।,4
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,176,"একটি ট্রাপিজিয়ামের সমান্তরাল বাহুগুলো ১৫ সেমি এবং ৯ সেমি, এবং উচ্চতা ৮ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?",88,96,104,112,  B,ক্ষেত্রফল = ১/২ × (১৫ + ৯) × ৮ = ১/২ × ২৪ × ৮ = ৯৬ বর্গ সেমি। Option B সঠিক।,5
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,177,"দুটি সদৃশ ত্রিভুজের বাহুগুলোর অনুপাত ২:৫। যদি বড় ত্রিভুজের ক্ষেত্রফল ৫০ বর্গ সেমি হয়, তবে ছোট ত্রিভুজের ক্ষেত্রফল কত বর্গ সেমি?",8,10,12,14,  A,ক্ষেত্রফলের অনুপাত = (২/৫)² = ৪/২৫। ছোট ত্রিভুজের ক্ষেত্রফল = ৫০ × (৪/২৫) = ৮ বর্গ সেমি। Option A সঠিক।,5
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,178,একটি সমকোণী ত্রিভুজের সমকোণ সংলগ্ন বাহুগুলো ১০ সেমি এবং ২৪ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?,110,120,130,140,  B,ক্ষেত্রফল = ১/২ × ১০ × ২৪ = ১২০ বর্গ সেমি। Option B সঠিক।,5
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,179,"একটি ত্রিভুজের শীর্ষবিন্দুগুলো (০,০), (৪,০), এবং (২,৬)। এর ক্ষেত্রফল কত বর্গ একক?",10,12,14,16,  B,ক্ষেত্রফল = ১/২ × |০(০ − ৬) + ৪(৬ − ০) + ২(০ − ০)| = ১/২ × |২৪| = ১২ বর্গ একক। Option B সঠিক।,5
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,180,একটি নিয়মিত ষড়ভুজের বাহুর দৈর্ঘ্য ৪ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?,40,41.57,42,43.12,  B,ক্ষেত্রফল = (৩√৩/২) × ৪² = ২.৫৯৮ × ১৬ ≈ ৪১.৫৭ বর্গ সেমি। Option B সঠিক।,5
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,181,একটি বৃত্তের অংশের কোণ ৬০° এবং ব্যাসার্ধ ১০ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪),51.67,52.33,53,54.67,  B,ক্ষেত্রফল = (৬০/৩৬০) × ৩.১৪ × ১০² = ১/৬ × ৩.১৪ × ১০০ = ৫২.৩৩ বর্গ সেমি। Option B সঠিক।,6
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,182,দুটি সদৃশ ত্রিভুজের ক্ষেত্রফল ৴ বর্গ সেমি এবং ১০০ বর্গ সেমি। তাদের বাহুগুলোর অনুপাত কত?,2:05,5:02,4:25,25:04:00,  A,বাহুগুলোর অনুপাত = √(৴/১০০) = ২/৫। Option A সঠিক।,6
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,183,একটি সমকোণী ত্রিভুজের অতিভুজ ১৭ সেমি এবং একটি বাহু ৮ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?,50,60,70,80,  B,অন্য বাহু = √(১৭² − ৮²) = √(২৮৯ − ৬৪) = ১৫ সেমি। ক্ষেত্রফল = ১/২ × ৮ × ১৫ = ৬০ বর্গ সেমি। Option B সঠিক।,6
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,184,"একটি ত্রিভুজের শীর্ষবিন্দুগুলো (০,০), (৫,০), এবং (৩,৪)। এর ক্ষেত্রফল কত বর্গ একক?",8,10,12,14,  B,ক্ষেত্রফল = ১/২ × |০(০ − ৪) + ৫(৪ − ০) + ৩(০ − ০)| = ১/২ × |২০| = ১০ বর্গ একক। Option B সঠিক।,6
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,185,"একটি ট্রাপিজিয়ামের সমান্তরাল বাহুগুলো ১৪ সেমি এবং ৬ সেমি, এবং অসমান্তরাল বাহুগুলো ৫ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?",40,44,48,52,  A,উচ্চতা = √(৵² − ((১৪ − ৬)/২)²) = √(২৫ − ১৬) = ৩ সেমি। ক্ষেত্রফল = ১/২ × (১৪ + ৬) × ৩ = ৪০ বর্গ সেমি। Option A সঠিক।,6
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,186,একটি বৃত্তের অংশের কোণ ১২০° এবং ব্যাসার্ধ ১২ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি? (π = ২২/৭),149.71,150.86,151.43,152.57,  B,ক্ষেত্রফল = (১২০/৩৬০) × (২২/৭) × ১২² = ১/৩ × ২২/৭ × ১৪৪ = ৩১৬৮/২১ ≈ ১৫০.৮৬ বর্গ সেমি। Option B সঠিক।,7
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,187,"দুটি সদৃশ ত্রিভুজের বাহুগুলোর অনুপাত ৳:৫। যদি ছোট ত্রিভুজের ক্ষেত্রফল ২৭ বর্গ সেমি হয়, তবে বড় ত্রিভুজের ক্ষেত্রফল কত বর্গ সেমি?",75,80,85,90,  A,ক্ষেত্রফলের অনুপাত = (৳/৫)² = ৯/২৫। বড় ত্রিভুজের ক্ষেত্রফল = ২৭ × (২৫/৯) = ৭৫ বর্গ সেমি। Option A সঠিক।,7
