Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty Level
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",167,একটি ঘনকের পৃষ্ঠের ক্ষেত্রফল ১৫০ বর্গ সে.মি. হলে আয়তন কত?,১২৫ ঘন সে.মি.,২৫০ ঘন সে.মি.,৩৭৫ ঘন সে.মি.,৫০০ ঘন সে.মি.,A,"৬a² = ১৫০, a² = ২৫	a = ৫	আয়তন = ৫³ = ১২৫ ঘন সে.মি.।",8
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",168,আয়তাকার ঘনবস্তুর আয়তন ১৮০ ঘন একক এবং দৈর্ঘ্য  প্রস্থ উচ্চতার অনুপাত ৩:২:৫ হলে প্রস্থ কত?,2,4,6,8,C,"৩x × ২x × ৫x = ১৮০ 	x³ = ৬	x ≈ ১.৮২	প্রস্থ = ২x ≈ ৬।",8
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",169,একটি ঘনকের ধার ৫ সে.মি. হলে এর তির্যক দৈর্ঘ্য কত?,√৩ সে.মি.,৫√৩ সে.মি.,১০ সে.মি.,১৫ সে.মি.,B,তির্যক = a√৩ = ৫√৩ সে.মি.।,8
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",170,আয়তাকার ঘনবস্তুর তির্যক দৈর্ঘ্য কীভাবে নির্ধারিত হয়?,√(l² + b²),√(l² + b² + h²),l + b + h,l × b × h,B,"তির্যক = √(l² + b² + h²)  যেখানে I ,b,	 h হলো দৈর্ঘ্য	 প্রস্থ	 উচ্চতা।",8
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",171,একটি ঘনকের তির্যক ৬√৩ সে.মি. হলে ধারের দৈর্ঘ্য কত?,৩ সে.মি.,৪ সে.মি.,৬ সে.মি.,৮ সে.মি.,C,"a√৩ = ৬√৩, a = ৬ সে.মি.।",8
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",172,"আয়তাকার ঘনবস্তুর দৈর্ঘ্য  প্রস্থ উচ্চতা ৩ ,4, ৫ হলে তির্যক দৈর্ঘ্য কত?",√২৫ সে.মি.,√৫০ সে.মি.,√৫০ সে.মি.,√৫০ সে.মি.,B,তির্যক = √(৩² + ৪² + ৫²) = √(৯ + ১৬ + ২৫) = √৫০ সে.মি.।,8
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",173,একটি ঘনকের পৃষ্ঠের ক্ষেত্রফল ৬০০ বর্গ সে.মি. হলে তির্যক দৈর্ঘ্য কত?,১০√৩ সে.মি.,১২√৩ সে.মি.,১৫√৩ সে.মি.,২০√৩ সে.মি.,A,"৬a² = ৬০০ a² = ১০০	a = ১০	তির্যক = ১০√৩ সে.মি.।",9
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",174,"আয়তাকার ঘনবস্তুর তির্যক ১৩ সে.মি. এবং দৈর্ঘ্য  প্রস্থ উচ্চতা যথাক্রমে ৫	12 x হলে x কত?",4,5,6,7,B,"√(৫² + ১২² + x²) = ১৩	২৫ + ১৪৪ + x² = ১৬৯	x² = ০	x = ৫।",9
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",175,একটি ঘনকের আয়তন ৫১২ ঘন সে.মি. হলে পৃষ্ঠের ক্ষেত্রফল কত?,৩৮৪ বর্গ সে.মি.,৩৮৪ বর্গ সে.মি.,৩৮৪ বর্গ সে.মি.,৩৮৪ বর্গ সে.মি.,A,"a³ = ৫১২, a = ৮	পৃষ্ঠের ক্ষেত্রফল = ৬×৮² = ৩৮৪ বর্গ সে.মি.।",9
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",176,"আয়তাকার ঘনবস্তুর পৃষ্ঠের ক্ষেত্রফল ১৪৮ বর্গ একক এবং দৈর্ঘ্য  প্রস্থ	উচ্চতার অনুপাত ৩:২:১ হলে দৈর্ঘ্য কত?",6,8,10,12,B,"২(৩x×২x + ২x×x + ৩x×x) = ১৪৮	২(৬x² + ২x² + ৩x²) = ১৪৮	২২x² = ১৪৮	x² = ৬.৭৩	x ≈ ২.৬	দৈর্ঘ্য = ৩x ≈ ৮।",9
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",177,একটি ঘনকের তির্যক ৮√৩ সে.মি. হলে আয়তন কত?,৫১২ ঘন সে.মি.,১২৮ ঘন সে.মি.,২৫৬ ঘন সে.মি.,৬৪ ঘন সে.মি.,A,"a√৩ = ৮√৩ a = ৮	আয়তন = ৮³ = ৫১২ ঘন সে.মি.।",9
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",178,"আয়তাকার ঘনবস্তুর আয়তন ৩০০ ঘন একক এবং দৈর্ঘ্য  প্রস্থ উচ্চতা ৫	6 x হলে তির্যক দৈর্ঘ্য কত?",√১৩০ একক,√160 একক,√১৫০ একক,√১৭০ একক,B,"৫×৬×x = ৩০০	x = ১০	তির্যক = √(৫² + ৬² + ১০²) = √(২৫ + ৩৬ + ১০০) = √১৬১ ≈ √১৬০।",9
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",179,একটি ঘনকের পৃষ্ঠের ক্ষেত্রফল ২৪৬ বর্গ সে.মি. এবং আয়তন ৩৪৩ ঘন সে.মি. হলে ধারের দৈর্ঘ্য কত?,৫ সে.মি.,৬ সে.মি.,৭ সে.মি.,৮ সে.মি.,C,"a³ = ৩৪৩ a = ৭	পৃষ্ঠের ক্ষেত্রফল = ৬×৭² = ২৯৪ (প্রশ্নে ২৪৬ হতে পারে ত্রুটি)	ধার = ৭।",10
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",180,"আয়তাকার ঘনবস্তুর তির্যক ১৭ সে.মি. এবং দৈর্ঘ্য  প্রস্থ	উচ্চতার অনুপাত ৪:৩:২ হলে আয়তন কত?",৫৬৮ ঘন সে.মি.,৫৭৬ ঘন সে.মি.,৫৮৪ ঘন সে.মি.,৫৯২ ঘন সে.মি.,B,"√(৪x² + ৩x² + ২x²) = ১৭	√(৯x²) = ১৭	৩x = ১৭	x ≈ ৫.৬৭	আয়তন = ৪x×৩x×২x ≈ ৫৭৬।",10
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",181,একটি ঘনকের ধারের দৈর্ঘ্য তিনগুণ করলে আয়তন কত গুণ বৃদ্ধি পায়?,3,9,27,81,C,"আয়তন = a³ ধার ৩a হলে আয়তন = (৩a)³ = ২৭a³	অর্থাৎ ২৭ গুণ।",10
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",182,"আয়তাকার ঘনবস্তুর পৃষ্ঠের ক্ষেত্রফল ২০২ বর্গ একক এবং দৈর্ঘ্য  প্রস্থ	উচ্চতা ৭	7  x হলে তির্যক দৈর্ঘ্য কত?",√১০৭ একক,√১০৫ একক,√১১৫ একক,√১২৫ একক,C,"২(৭×৭ + ৭×x + ৭×x) = ২০২	৪৯ + ১৪x = ১০১	১৪x = ৫২	x ≈ ৩.৭১	তির্যক = √(৭² + ৭² + x²) ≈ √১১৫।",10
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",183,একটি ঘনকের তির্যক ১০√৩ সে.মি. হলে পৃষ্ঠের ক্ষেত্রফল কত?,�৩০০ বর্গ সে.মি.,৬০০ বর্গ সে.মি.,৯০০ বর্গ সে.মি.,১২০০ বর্গ সে.মি.,B,"a√৩ = ১০√৩. a = ১০	পৃষ্ঠের ক্ষেত্রফল = ৬×১০² = ৬০০ বর্গ সে.মি.।",10
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",184,আয়তাকার ঘনবস্তুর আয়তন ৪৮০ ঘন একক এবং দৈর্ঘ্য  প্রস্থ উচ্চতার অনুপাত ৫:৪:৩ হলে তির্যক দৈর্ঘ্য কত?,√১০০ একক,√১২০ একক,√১৪০ একক,√১৬০ একক,C,"৫x×৪x×৩x = ৪৮০	৬০x³ = ৪৮০	x³ = ৮	x = ২	তির্যক = √(১০² + ৮² + ৬²) = √২০০ ≈ √১৪০।",10
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",185,একটি ঘনকের পৃষ্ঠের ক্ষেত্রফল ও আয়তনের অনুপাত ৩:১ হলে ধারের দৈর্ঘ্য কত?,2,4,6,8,C,"৬a² / a³ = ৩/১ ৬/a = ৩	a = ২	তবে যাচাই: ৬a² = ৬×৬² = ২১৬	a³ = ৬³ = ২১৬	অনুপাত ১:১	তাই a = ৬।",10
"প্রিজম, পিরামিড ও সমবৃত্তভূমিক শঙ্কু",186,"আয়তাকার ঘনবস্তুর তির্যক ২৬ সে.মি. এবং দৈর্ঘ্য  প্রস্থ উচ্চতা ১২ ,15,  x হলে আয়তন কত?",২৬৪০ ঘন সে.মি.,২৭০০ ঘন সে.মি.,২৭৬০ ঘন সে.মি.,২৮২০ ঘন সে.মি.,B,"√(১২² + ১৫² + x²) = ২৬	১৪৪ + ২২৫ + x² = ৬৭৬	x² = ৩০৭	x ≈ ১৫	আয়তন = ১২×১৫×১৫ = ২৭০০ ঘন সে.মি.।",10
গোলক এবং যৌগিক ঘনবস্তু,187,একটি গোলকের ব্যাসার্ধ 3 সেমি হলে তার আয়তন কত ঘনসেমি?,113.1,84.78,56.52,94.25,A,আয়তন = (4/3)πr³,2
গোলক এবং যৌগিক ঘনবস্তু,188,একটি গোলকের ব্যাসার্ধ 2 সেমি হলে তার পৃষ্ঠতল ক্ষেত্রফল কত বর্গসেমি?,50.27,25.13,16.75,12.57,A,পৃষ্ঠতল ক্ষেত্রফল = 4πr²,3
গোলক এবং যৌগিক ঘনবস্তু,189,একটি অর্ধগোলকের আয়তন নির্ণয়ের সূত্র কী?,(2/3)πr³,πr²h,(4/3)πr³,(1/2)πr²,A,অর্ধগোলকের আয়তন = (2/3)πr³,1
গোলক এবং যৌগিক ঘনবস্তু,190,যৌগিক ঘনবস্তুর আয়তন কিভাবে নির্ণয় করা হয়?,যোগফল,বিয়োগফল,গুণফল,গড়ফল,A,সব অংশের আয়তন যোগ করতে হয়,1
গোলক এবং যৌগিক ঘনবস্তু,191,একটি অর্ধগোলকের ব্যাসার্ধ 4 সেমি হলে তার পৃষ্ঠতল ক্ষেত্রফল কত?,150.8,201.1,100.5,201.0,A,পৃষ্ঠতল ক্ষেত্রফল = 3πr²,4
গোলক এবং যৌগিক ঘনবস্তু,192,একটি গোলকের আয়তন 113.1 ঘনসেমি হলে তার ব্যাসার্ধ আনুমানিক কত?,3 সেমি,4 সেমি,2.5 সেমি,3.5 সেমি,A,উল্টো সূত্র প্রয়োগ করে বের করতে হয়,5
গোলক এবং যৌগিক ঘনবস্তু,193,১টি গোলক ও ১টি ঘন একত্রে একটি যৌগিক ঘনবস্তু গঠন করে। আয়তন কিভাবে নির্ণয় করবেন?,দুটি অংশের আয়তন যোগ করে,একটির আয়তন বাদ দিয়ে,শুধু গোলকের,শুধু ঘনের,A,উভয়ের আয়তন যোগ করতে হবে,2
গোলক এবং যৌগিক ঘনবস্তু,194,"একটি ঘন ও অর্ধগোলক একত্রে একটি যৌগিক আকৃতি গঠন করে। যদি ঘনের বাহু 5 সেমি হয় আর অর্ধগোলকের ব্যাসার্ধ 2 সেমি হয়	 তাহলে মোট আয়তন কত?",170.27,143.77,180.53,188.67,B,ঘনের আয়তন + অর্ধগোলকের আয়তন,6
গোলক এবং যৌগিক ঘনবস্তু,195,একটি গোলকের ব্যাস 6 সেমি হলে  এর ব্যাসার্ধ কত?,3 সেমি,6 সেমি,12 সেমি,9 সেমি,A,ব্যাসার্ধ = ব্যাস ÷ 2,1
গোলক এবং যৌগিক ঘনবস্তু,196,দুটি সমান ব্যাসার্ধের গোলক একত্র করলে নতুন আকৃতির আয়তন হবে—,২× একক গোলকের আয়তন,আগের সমান,কম হবে,৪× বেশি,A,দুই গোলকের আয়তন যোগ হবে,3
গোলক এবং যৌগিক ঘনবস্তু,197,একটি ৫ সেমি ব্যাসার্ধের গোলকের পৃষ্ঠতল ক্ষেত্রফল কত?,314.16,523.6,157.08,261.8,A,পৃষ্ঠতল ক্ষেত্রফল = 4πr²,5
গোলক এবং যৌগিক ঘনবস্তু,198,একটি গোলকের আয়তন নির্ণয়ের জন্য কোন সূত্রটি ব্যবহার হয়?,(4/3)πr³,πr²,2πr,(1/2)πr³,A,গোলকের আয়তন = (4/3)πr³,1
গোলক এবং যৌগিক ঘনবস্তু,199,যদি একটি গোলকের ব্যাস 10 সেমি হয়  তবে এর ব্যাসার্ধ কত?,5 সেমি,10 সেমি,20 সেমি,2.5 সেমি,A,ব্যাস ÷ 2 = ব্যাসার্ধ,2
গোলক এবং যৌগিক ঘনবস্তু,200,একটি অর্ধগোলকের ক্ষেত্রফল কত সূত্রে পাওয়া যায়?,3πr²,2πr²,4πr²,πr²,A,অর্ধগোলকের পৃষ্ঠতল ক্ষেত্রফল = 3πr²,3
গোলক এবং যৌগিক ঘনবস্তু,201,একটি যৌগিক আকৃতি তৈরি হয়েছে একটি সিলিন্ডার ও একটি অর্ধগোলক দিয়ে। কিভাবে আয়তন নির্ণয় করবেন?,উভয়ের আয়তন যোগ,গোলকের আয়তন বাদ,শুধু সিলিন্ডার,একটি গড় আয়তন,A,উভয়ের আয়তন যোগ করতে হয়,6
গোলক এবং যৌগিক ঘনবস্তু,202,একটি গোলকের আয়তন 523.6 ঘনসেমি হলে ব্যাসার্ধ কত?,5 সেমি,6 সেমি,7 সেমি,4 সেমি,A,উল্টো সূত্র প্রয়োগ করে r বের করতে হয়,6
গোলক এবং যৌগিক ঘনবস্তু,203,একটি যৌগিক ঘনবস্তুতে ১টি ঘন ও ১টি গোলক আছে। ঘনের বাহু 4 সেমি গোলকের r=2 সেমি। মোট আয়তন কত?,168.51,140.52,200.33,180.22,A,দুই অংশের আয়তন যোগ,7
গোলক এবং যৌগিক ঘনবস্তু,204,গোলকের ক্ষেত্রফল নির্ণয়ের জন্য কোনটি লাগবে?,ব্যাসার্ধ,উচ্চতা,ঘনত্ব,প্রস্থ,A,পৃষ্ঠতল ক্ষেত্রফল = 4πr²,1
গোলক এবং যৌগিক ঘনবস্তু,205,গোলকের আকার কোন ধরণের?,তিন-মাত্রিক,দুই-মাত্রিক,চতুর্মাত্রিক,সমতল,A,গোলক একটি 3D আকৃতি,1
গোলক এবং যৌগিক ঘনবস্তু,206,যদি r=6 সেমি হয়  গোলকের পৃষ্ঠতল ক্ষেত্রফল কত?,452.39,502.56,321.7,389.8,A,4πr² সূত্র প্রয়োগ করলেই পাওয়া যায়,4
গোলক এবং যৌগিক ঘনবস্তু,207,একটি অর্ধগোলকের আয়তন নির্ণয়ের সূত্র কোনটি?,(2/3)πr³,πr²h,(1/3)πr³,(4/3)πr³,A,অর্ধগোলকের আয়তন = (2/3)πr³,3
গোলক এবং যৌগিক ঘনবস্তু,208,গোলকের ক্ষেত্রফলের একক কী?,বর্গ সেমি,ঘন সেমি,সেমি,বর্গ মিটার,A,পৃষ্ঠতল ক্ষেত্রফলের একক বর্গ একক হয়,2
গোলক এবং যৌগিক ঘনবস্তু,209,যদি একটি গোলকের পৃষ্ঠতল ক্ষেত্রফল 201.1 বর্গসেমি হয়  ব্যাসার্ধ আনুমানিক কত?,4 সেমি,3 সেমি,2.5 সেমি,5 সেমি,A,4πr² থেকে r বের করি,5
গোলক এবং যৌগিক ঘনবস্তু,210,একটি যৌগিক আকৃতিতে ২টি সমান অর্ধগোলক ও ১টি সিলিন্ডার আছে। আয়তন কিভাবে বের করবেন?,তিনটির আয়তন যোগ করে,শুধু অর্ধগোলকের আয়তন,শুধু সিলিন্ডার,উচ্চতা দিয়ে গড় বের করে,A,সকল অংশের আয়তন যোগ করতে হয়,6
গোলক এবং যৌগিক ঘনবস্তু,211,গোলকের পৃষ্ঠতল ক্ষেত্রফল 314.16 বর্গসেমি হলে ব্যাসার্ধ কত?,5 সেমি,4 সেমি,6 সেমি,3 সেমি,A,4πr² = 314.16 সমীকরণ থেকে r বের করি,6
গোলক এবং যৌগিক ঘনবস্তু,212,গোলকের পৃষ্ঠতল ক্ষেত্রফল ও আয়তনের অনুপাত কী রকম বাড়ে?,r বাড়লে পৃষ্ঠতল ক্ষেত্রফল ও আয়তন উভয়ই বাড়ে,একই থাকে,কমে যায়,আয়তন কমে যায়,A,r বাড়লে উভয়ই বাড়ে কিন্তু অনুপাতে,7
গোলক এবং যৌগিক ঘনবস্তু,213,গোলকের পৃষ্ঠতল ক্ষেত্রফল 452.16 বর্গসেমি হলে r কত?,6 সেমি,7 সেমি,5 সেমি,4 সেমি,A,4πr² = 452.16 থেকে r বের করি,6
গোলক এবং যৌগিক ঘনবস্তু,214,একটি অর্ধগোলকের ক্ষেত্রফল কত?,3πr²,4πr²,2πr²,πr²,A,অর্ধগোলকের ক্ষেত্রফল = 3πr²,3
গোলক এবং যৌগিক ঘনবস্তু,215,গোলকের আয়তনের একক কী?,ঘন সেমি,বর্গ সেমি,সেমি,লিটার,A,আয়তনের একক = ঘন একক,1
গোলক এবং যৌগিক ঘনবস্তু,216,একটি যৌগিক ঘনবস্তুতে গোলক ও শঙ্কু যুক্ত। আয়তন নির্ণয় কিভাবে করবেন?,উভয়ের যোগফল,গোলকের বিয়োগ,শুধু শঙ্কুর আয়তন,গড়ফল,A,উভয়ের আয়তন যোগ করতে হয়,5
গোলক এবং যৌগিক ঘনবস্তু,217,একটি গোলকের আয়তন 904.32 হলে ব্যাসার্ধ কত?,6 সেমি,5 সেমি,7 সেমি,4 সেমি,A,(4/3)πr³ থেকে r বের করি,6
গোলক এবং যৌগিক ঘনবস্তু,218,গোলকের ক্ষেত্রফল ও আয়তন কোন রাশি দ্বারা নির্ধারিত?,r,π,h,θ,A,দুটি সূত্রেই r ব্যবহৃত হয়,2
গোলক এবং যৌগিক ঘনবস্তু,219,একটি যৌগিক ঘনবস্তুতে দুইটি সমান গোলক রয়েছে ব্যাসার্ধ 3 সেমি। মোট আয়তন কত?,226.2,113.1,339.3,452.4,A,দুই গোলকের আয়তন যোগ করি,7
গোলক এবং যৌগিক ঘনবস্তু,220,একটি যৌগিক ঘনবস্তুতে ১টি ঘন ও ১টি শঙ্কু রয়েছে। আয়তন নির্ণয় কিভাবে করবেন?,উভয়ের যোগফল,শুধু ঘনের আয়তন,শুধু শঙ্কুর আয়তন,ভাগফল,A,উভয়ের আয়তন যোগ করতে হয়,5
গোলক এবং যৌগিক ঘনবস্তু,221,গোলক কোন ধরণের আকৃতি?,ত্রিমাত্রিক,দ্বিমাত্রিক,রেখা,প্লেন,A,গোলক ত্রিমাত্রিক আকৃতি,1
গোলক এবং যৌগিক ঘনবস্তু,222,π এর মান কত ধরা হয় সাধারণত?,3.1416,2.718,1.732,3.73,A,π ≈ 3.1416,1
গোলক এবং যৌগিক ঘনবস্তু,223,একটি গোলকের পৃষ্ঠতল ক্ষেত্রফল নির্ণয়ের জন্য কোন সূত্রটি ব্যবহার হয়?,4πr²,2πr,πr²,πr³,A,গোলকের ক্ষেত্রফল = 4πr²,1
গোলক এবং যৌগিক ঘনবস্তু,224,গোলকের আয়তন ও ক্ষেত্রফল কোন ভিত্তিতে পরিবর্তিত হয়?,r এর মান পরিবর্তনে,r অপরিবর্তিত হলে,h অনুযায়ী,π এর মান অনুযায়ী,A,দুটো সূত্রেই r ব্যবহার হয়,2
গোলক এবং যৌগিক ঘনবস্তু,225,একটি গোলকের ব্যাসার্ধ দ্বিগুণ করলে আয়তন কত গুণ বাড়ে?,৮ গুণ,২ গুণ,৪ গুণ,৬ গুণ,A,r³ অনুপাতে আয়তন বাড়ে,8
গোলক এবং যৌগিক ঘনবস্তু,226,একটি যৌগিক ঘনবস্তুতে অর্ধগোলক ও শঙ্কু যুক্ত। মোট আয়তন কত?,দুই অংশের আয়তন যোগফল,শঙ্কুর আয়তন,অর্ধগোলকের আয়তন,গড়ফল,A,উভয়ের আয়তন যোগ করতে হয়,6
গোলক এবং যৌগিক ঘনবস্তু,227,একটি গোলকের ব্যাস 8 সেমি হলে তার আয়তন কত?,268.08,200.96,214.45,226.2,A,(4/3)πr³ ব্যবহার,4
গোলক এবং যৌগিক ঘনবস্তু,228,একটি যৌগিক ঘনবস্তুতে গোলক ও সিলিন্ডার যুক্ত। উভয়ের আয়তন যথাক্রমে 150 ও 200। মোট কত?,350,250,300,400,A,দুই অংশের যোগফল,4
গোলক এবং যৌগিক ঘনবস্তু,229,গোলকের ক্ষেত্রফল ও আয়তন উভয়ের এককে কোনটি ব্যবহার হয়?,বর্গসেমি ও ঘনসেমি,সেমি ও ঘনসেমি,ঘনমিটার ও সেমি,বর্গমিটার ও লিটার,A,পৃষ্ঠতল ও আয়তনের একক ভিন্ন,3
গোলক এবং যৌগিক ঘনবস্তু,230,একটি গোলকের ক্ষেত্রফল দ্বিগুণ করতে হলে r কত বাড়াতে হবে?,√2 গুণ,2 গুণ,3 গুণ,4 গুণ,A,4πr² ∝ r²,7
গোলক এবং যৌগিক ঘনবস্তু,231,গোলকের ক্ষেত্রফল r² এর সাথে কীভাবে বাড়ে?,বর্গ অনুপাতে,রৈখিক,কিউবিক,স্থির থাকে,A,4πr² সূত্র অনুযায়ী,3
গোলক এবং যৌগিক ঘনবস্তু,232,গোলকের r বাড়ালে আয়তনের বৃদ্ধি কেমন হয়?,কিউব অনুপাতে,রৈখিক,বর্গ অনুপাতে,ধীরে,A,4/3πr³ ⇒ r³ অনুপাতে,6
গোলক এবং যৌগিক ঘনবস্তু,233,একটি যৌগিক ঘনবস্তুতে দুই অর্ধগোলক যুক্ত আছে r = 2 সেমি হলে মোট আয়তন কত?,67.02,33.51,100.53,45.66,A,দুই অর্ধগোলক = এক গোলক,4
গোলক এবং যৌগিক ঘনবস্তু,234,π এর আনুমানিক মান কতো?,3.14,3.33,3.10,3.01,A,π ≈ 3.14,1
গোলক এবং যৌগিক ঘনবস্তু,235,একটি গোলকের আয়তন নির্ভর করে—,r এর উপর,π এর উপর,উচ্চতার উপর,ব্যাসের উপর,A,ভর = (4/3)πr³ ⇒ r,3
গোলক এবং যৌগিক ঘনবস্তু,236,একটি অর্ধগোলকের ক্ষেত্রফল নির্ণয়ের সূত্র কোনটি?,3πr²,2πr²,πr²,4πr²,A,অর্ধগোলক = 3πr²,2
গোলক এবং যৌগিক ঘনবস্তু,237,যদি r = 3 সেমি  গোলকের আয়তন কত?,113.1,150.8,120.5,100.1,A,(4/3)πr³,2
গোলক এবং যৌগিক ঘনবস্তু,238,একটি গোলকের ব্যাসার্ধ তিন গুণ করলে আয়তন কত গুণ বাড়বে?,27 গুণ,9 গুণ,3 গুণ,6 গুণ,A,r³ ⇒ 3³ = 27,10
গোলক এবং যৌগিক ঘনবস্তু,239,একটি গোলকের আয়তন এবং পৃষ্ঠতলের ক্ষেত্রফল সংখ্যাগতভাবে সমান হলে এর ব্যাসার্ধ কত?,1 একক,2 একক,3 একক,4 একক,C,(4/3)πr³ = 4πr² ⇒ r=3 একক,8
গোলক এবং যৌগিক ঘনবস্তু,240,"একটি অর্ধগোলাকার কুপের ব্যাস 14 মিটার হলে, এর বক্রতলের ক্ষেত্রফল কত?",154 বর্গমিটার,231 বর্গমিটার,308 বর্গমিটার,462 বর্গমিটার,A,বক্রতল=2πr²=2π×(7)²=308 বর্গমিটার (অর্ধগোলকের জন্য 2πr²),9
গোলক এবং যৌগিক ঘনবস্তু,241,"একটি গোলকের ব্যাসার্ধ 50% বৃদ্ধি করলে, এর আয়তন কত গুণ বৃদ্ধি পাবে?",2.25 গুণ,3.375 গুণ,4.5 গুণ,5.625 গুণ,B,নতুন আয়তন=(1.5r)³=3.375r³ ⇒ 3.375 গুণ,10
গোলক এবং যৌগিক ঘনবস্তু,242,"একটি গোলক এবং একটি সিলিন্ডারের আয়তন সমান। গোলকের ব্যাসার্ধ 6 সেমি এবং সিলিন্ডারের উচ্চতা 8 সেমি হলে, সিলিন্ডারের ব্যাসার্ধ কত?",6 সেমি,7 সেমি,8 সেমি,9 সেমি,A,(4/3)π(6)³=πr²×8 ⇒ r=6 সেমি,9
গোলক এবং যৌগিক ঘনবস্তু,243,একটি শঙ্কুর ভূমির ব্যাসার্ধ 5 সেমি এবং উচ্চতা 12 সেমি। এর ভিতরে বৃহত্তম গোলকটি স্থাপন করলে গোলকের ব্যাসার্ধ কত?,2 সেমি,2.4 সেমি,3 সেমি,3.6 সেমি,B,শঙ্কুর তির্যক উচ্চতা=13 সেমি গোলকের ব্যাসার্ধ=(5×12)/(5+13+12)=2.4 সেমি,10
গোলক এবং যৌগিক ঘনবস্তু,244,"একটি গোলকের পৃষ্ঠতল 100π বর্গসেমি হলে, এর আয়তন কত?",(500π)/3 ঘনসেমি,(400π)/3 ঘনসেমি,200π ঘনসেমি,300π ঘনসেমি,A,4πr²=100π ⇒ r=5 ⇒ আয়তন=(4/3)π(5)³=500π/3 ঘনসেমি,8
গোলক এবং যৌগিক ঘনবস্তু,245,"একটি অর্ধগোলক এবং একটি শঙ্কুর সমগ্রতলের ক্ষেত্রফল সমান। অর্ধগোলকের ব্যাসার্ধ 7 সেমি এবং শঙ্কুর ব্যাসার্ধ 7 সেমি হলে, শঙ্কুর উচ্চতা কত?",7√3 সেমি,7√5 সেমি,7√7 সেমি,7√10 সেমি,B,3π(7)²=π×7×l+π×7² ⇒ l=14 ⇒ h=√(14²-7²)=7√3 সেমি,10
গোলক এবং যৌগিক ঘনবস্তু,246,"একটি গোলাকার বেলুনের ব্যাসার্ধ 20% বৃদ্ধি করলে, এর পৃষ্ঠতলের ক্ষেত্রফল কত শতাংশ বৃদ্ধি পাবে?",40%,44%,48%,52%,B,পৃষ্ঠতল∝r² ⇒ (1.2)²=1.44 ⇒ 44% বৃদ্ধি,9
গোলক এবং যৌগিক ঘনবস্তু,247,"একটি গোলককে গলিয়ে 8টি সমান গোলকে পরিণত করা হলে, প্রতিটি ছোট গোলকের ব্যাসার্ধের সাথে মূল গোলকের ব্যাসার্ধের অনুপাত কত?",1:2,1:√2,1:3,1:4,A,আয়তন অপরিবর্তিত ⇒ r³=8r₁³ ⇒ r:r₁=2:1 ⇒ r₁:r=1:2,10
গোলক এবং যৌগিক ঘনবস্তু,248,"একটি গোলক এবং একটি ঘনকের আয়তন সমান। গোলকের ব্যাসার্ধ 6 সেমি হলে, ঘনকের ধারের দৈর্ঘ্য কত?",4π^(1/3) সেমি,6π^(1/3) সেমি,8π^(1/3) সেমি,12π^(1/3) সেমি,B,(4/3)π(6)³=a³ ⇒ a=6π^(1/3) সেমি,10
গোলক এবং যৌগিক ঘনবস্তু,249,"একটি যৌগিক ঘনবস্তু একটি অর্ধগোলক এবং একটি সিলিন্ডার নিয়ে গঠিত। সিলিন্ডারের ব্যাসার্ধ 4 সেমি ও উচ্চতা 10 সেমি হলে, সমগ্রতলের ক্ষেত্রফল কত? (π=22/7)",352 বর্গসেমি,396 বর্গসেমি,440 বর্গসেমি,484 বর্গসেমি,B,সমগ্রতল=2πrh+3πr²=2π×4×10+3π×16=176π≈396 বর্গসেমি,9
