Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty Level
তথ্য-ভিত্তিক সম্ভাবনা,167,একটি মুদ্রা 7 বার নিক্ষেপ করলে ঠিক 5 বার টেইল পাওয়ার সম্ভাবনা কত?,0.16,0.18,0.2,0.22,A,সম্ভাবনা = 7C5 × (0.5)^7 = 21/128 ≈ 0.16,7
তথ্য-ভিত্তিক সম্ভাবনা,168,একটি কারখানায় 12% পণ্য ত্রুটিপূর্ণ। 7টি পণ্যের মধ্যে 2টি ত্রুটিপূর্ণ হওয়ার সম্ভাবনা কত?,0.05,0.1,0.15,0.2,A,সম্ভাবনা = 7C2 × (0.12)^2 × (0.88)^5 ≈ 0.15,9
তথ্য-ভিত্তিক সম্ভাবনা,169,একটি শ্রেণিতে 90% শিক্ষার্থী গণিত পছন্দ করে। 6 জনের মধ্যে 6 জন গণিত পছন্দ করবে এমন সম্ভাবনা কত?,0.5,0.53,0.55,0.6,B,সম্ভাবনা = (0.9)^6 ≈ 0.53,8
তথ্য-ভিত্তিক সম্ভাবনা,170,একটি ড্রয়ারে 15টি সাদা ও 10টি কালো মোজা আছে। 6টি মোজা তুললে কমপক্ষে 4টি কালো হওয়ার সম্ভাবনা কত?,0.15,0.2,0.25,0.3,A,"সম্ভাবনা = (10C4×15C2 + 10C5×15C1 + 10C6)/25C6 ≈ 0.15”,9
তথ্য-ভিত্তিক সম্ভাবনা""",9
তথ্য-ভিত্তিক সম্ভাবনা,171,একটি টেস্টে 10টি প্রশ্ন আছে (প্রতিটি 3 অপশন)। এলোমেলোভাবে উত্তর দিলে ঠিক 6টি সঠিক হওয়ার সম্ভাবনা কত?,0.005,0.016,0.05,0.1,B,সম্ভাবনা = 10C6 × (1/3)^6 × (2/3)^4 ≈ 0.016,9
তথ্য-ভিত্তিক সম্ভাবনা,172,একটি ব্যাগে 8টি লাল ও 12টি নীল বল আছে। প্রতিবার বল ফেরত দিয়ে 5 বার টানলে ঠিক 2 বার লাল পাওয়ার সম্ভাবনা কত?,0.2,0.26,0.3,0.35,B,সম্ভাবনা = 5C2 × (8/20)^2 × (12/20)^3 ≈ 0.26,8
তথ্য-ভিত্তিক সম্ভাবনা,173,একটি শ্রেণিতে 70% শিক্ষার্থী বিজ্ঞান পছন্দ করে। 10 জনের মধ্যে 7 জন বিজ্ঞান পছন্দ করবে এমন সম্ভাবনা কত?,0.25,0.27,0.3,0.35,B,সম্ভাবনা = 10C7 × (0.7)^7 × (0.3)^3 ≈ 0.27,9
তথ্য-ভিত্তিক সম্ভাবনা,174,একটি কারখানায় 15% পণ্য ত্রুটিপূর্ণ। 8টি পণ্য পরীক্ষা করলে 2টি ত্রুটিপূর্ণ পাওয়ার সম্ভাবনা কত?,0.15,0.2,0.25,0.3,C,সম্ভাবনা = 8C2 × (0.15)^2 × (0.85)^6 ≈ 0.25,9
তথ্য-ভিত্তিক সম্ভাবনা,175,একটি পাত্রে 5টি সাদা ও 10টি কালো বল আছে। প্রতিস্থাপন ছাড়া 4টি বল তুললে কমপক্ষে 1টি সাদা হওয়ার সম্ভাবনা কত?,0.8,0.85,0.9,0.95,B,সম্ভাবনা = 1 - (10C4/15C4) ≈ 0.85,8
তথ্য-ভিত্তিক সম্ভাবনা,176,একটি পরীক্ষায় 20টি MCQ প্রশ্ন (প্রতিটি 4 অপশন)। এলোমেলোভাবে উত্তর দিলে 10টি সঠিক হওয়ার সম্ভাবনা কত?,0.0005,0.001,0.002,0.005,A,সম্ভাবনা = 20C10 × (1/4)^10 × (3/4)^10 ≈ 0.0005,10
তথ্য-ভিত্তিক সম্ভাবনা,177,একটি স্কুলে 60% শিক্ষার্থী খেলাধুলা পছন্দ করে। 8 জনের মধ্যে 5 জন খেলাধুলা পছন্দ করবে এমন সম্ভাবনা কত?,0.25,0.28,0.3,0.35,B,সম্ভাবনা = 8C5 × (0.6)^5 × (0.4)^3 ≈ 0.28,9
তথ্য-ভিত্তিক সম্ভাবনা,178,একটি জরিপে 25% মানুষ গণিত ভয় পায়। 12 জনের মধ্যে কমপক্ষে 3 জন গণিত ভয় পাবে এমন সম্ভাবনা কত?,0.5,0.55,0.6,0.65,A,"সম্ভাবনা = 1 - P(0,1,2) ≈ 0.55",9
তথ্য-ভিত্তিক সম্ভাবনা,179,একটি ড্রয়ারে 20টি সাদা ও 15টি কালো মোজা আছে। 7টি মোজা তুললে কমপক্ষে 3টি কালো হওয়ার সম্ভাবনা কত?,0.6,0.65,0.7,0.75,C,"সম্ভাবনা = 1 - P(0,1,2 কালো) ≈ 0.7",9
তথ্য-ভিত্তিক সম্ভাবনা,180,একটি পাত্রে 6টি লাল ও 14টি নীল বল আছে। 5টি বল তুললে ভিন্ন রং হওয়ার সম্ভাবনা কত?,0.8,0.85,0.9,0.95,A,সম্ভাবনা = 1 - (সব লাল + সব নীল) ≈ 0.85,9
তথ্য-ভিত্তিক সম্ভাবনা,181,একটি পরীক্ষায় 100 জনের মধ্যে 80 জন পাস করেছে। এলোমেলোভাবে 10 জন নির্বাচন করলে কমপক্ষে 1 জন ফেল করবে এমন সম্ভাবনা কত?,0.8,0.85,0.9,0.95,C,ফেল করেছে 20 জন। সম্ভাবনা = 1 - (80C10/100C10) ≈ 0.9,10
তথ্য-ভিত্তিক সম্ভাবনা,182,একটি জরিপে 40% শিক্ষার্থী ইংরেজি পছন্দ করে। 15 জনের মধ্যে 6 জন ইংরেজি পছন্দ করবে এমন সম্ভাবনা কত?,0.2,0.22,0.25,0.3,A,সম্ভাবনা = 15C6 × (0.4)^6 × (0.6)^9 ≈ 0.22,9
তথ্য-ভিত্তিক সম্ভাবনা,183,একটি পাই চার্টে 18% শিক্ষার্থী জীববিজ্ঞান পছন্দ করে। 10 জনের মধ্যে 2 জন জীববিজ্ঞান পছন্দ করবে এমন সম্ভাবনা কত?,0.25,0.28,0.3,0.35,B,সম্ভাবনা = 10C2 × (0.18)^2 × (0.82)^8 ≈ 0.28,8
তথ্য-ভিত্তিক সম্ভাবনা,184,একটি থলেতে 10টি সাদা ও 15টি কালো মার্বেল আছে। 8টি মার্বেল তুললে একই রং হওয়ার সম্ভাবনা কত?,0.25,0.3,0.35,0.4,A,সম্ভাবনা = (10C8 + 15C8)/25C8 ≈ 0.25,9
তথ্য-ভিত্তিক সম্ভাবনা,185,একটি পাশা 300 বার নিক্ষেপে 55 বার 6 পড়েছে। পরীক্ষামূলক সম্ভাবনা কত?,0.18,0.2,0.22,0.25,A,পরীক্ষামূলক সম্ভাবনা = 55/300 ≈ 0.18,3
তথ্য-ভিত্তিক সম্ভাবনা,186,একটি শ্রেণিতে 80 জন শিক্ষার্থীর মধ্যে 48 জন ছেলে। এলোমেলোভাবে 8 জন নির্বাচন করলে কমপক্ষে 2 জন মেয়ে থাকবে এমন সম্ভাবনা কত?,0.95,0.96,0.97,0.98,D,কমপক্ষে 2 মেয়ে = 1 - (0 বা 1 মেয়ে) ≈ 0.98,10
তথ্য-ভিত্তিক সম্ভাবনা,187,একটি ব্যাগে 1 থেকে 25 পর্যন্ত নম্বরযুক্ত কার্ড আছে। 3 এর গুণিতক পাওয়ার সম্ভাবনা কত?,0.12,0.16,0.2,0.24,A,3 এর গুণিতক = 8টি। সম্ভাবনা = 8/25 = 0.32,4
তথ্য-ভিত্তিক সম্ভাবনা,188,একটি স্কুলে 600 জন শিক্ষার্থীর মধ্যে 360 জন বিজ্ঞান পছন্দ করে। এলোমেলোভাবে 5 জন নির্বাচন করলে 3 জন বিজ্ঞান পছন্দ করবে এমন সম্ভাবনা কত?,0.3,0.34,0.4,0.45,B,সম্ভাবনা = (360/600)×(359/599)×(358/598)×(240/597)×(239/596)×10 ≈ 0.34,9
তথ্য-ভিত্তিক সম্ভাবনা,189,একটি মুদ্রা 10 বার নিক্ষেপ করলে ঠিক 7 বার হেড পাওয়ার সম্ভাবনা কত?,0.12,0.15,0.18,0.2,A,সম্ভাবনা = 10C7 × (0.5)^10 ≈ 0.12,8
তথ্য-ভিত্তিক সম্ভাবনা,190,একটি পরীক্ষায় 10টি প্রশ্ন আছে (প্রতিটি 5 অপশন)। এলোমেলোভাবে উত্তর দিলে 9টি সঠিক হওয়ার সম্ভাবনা কত?,0.000004,0.00004,0.0004,0.004,A,সম্ভাবনা = 10C9 × (1/5)^9 × (4/5)^1 ≈ 0.00004,10
তথ্য-ভিত্তিক সম্ভাবনা,191,একটি ব্যাগে 4টি লাল 3টি নীল এবং 3টি সবুজ বল আছে। দৈবভাবে একটি বল তুললে তা নীল না হওয়ার সম্ভাবনা কত?,0.3,0.7,0.4,0.6,B,নীল না হওয়ার বল = 4 লাল + 3 সবুজ = 7 মোট বল 10। সম্ভাবনা = 7/10 = 0.7,5
তথ্য-ভিত্তিক সম্ভাবনা,192,একটি পরীক্ষায় 200 জন শিক্ষার্থীর মধ্যে 40 জন A পেয়েছে। দৈবভাবে একজন নির্বাচিত হলে সে A না পাওয়ার সম্ভাবনা কত?,0.2,0.8,0.6,0.4,B,A না পাওয়া শিক্ষার্থী = 200 - 40 = 160 সম্ভাবনা = 160/200 = 0.8,5
তথ্য-ভিত্তিক সম্ভাবনা,193,একটি জার-এ 5টি সাদা ও 7টি কালো মার্বেল আছে। দৈবভাবে একটি মার্বেল তুললে তা সাদা হওয়ার সম্ভাবনা কত?,5/12,7/12,1/2,3/5,A,সাদা মার্বেল 5টি মোট মার্বেল 12টি। সম্ভাবনা = 5/12,5
তথ্য-ভিত্তিক সম্ভাবনা,194,একটি ক্লাসে 60% শিক্ষার্থী ক্রিকেট পছন্দ করে এবং 40% ফুটবল পছন্দ করে। যদি 20% উভয় পছন্দ করে  তবে কতজন শুধু ক্রিকেট পছন্দ করে?,40%,20%,30%,50%,A,শুধু ক্রিকেট পছন্দ করে = 60% - 20% = 40%,6
তথ্য-ভিত্তিক সম্ভাবনা,195,একটি কোম্পানিতে 120 জন কর্মীর মধ্যে 70 জন পুরুষ এবং 50 জন মহিলা। যদি 30 জন পুরুষ এবং 20 জন মহিলা প্রোমোশন পায়  তবে দৈবভাবে নির্বাচিত একজন কর্মীর প্রোমোশন পাওয়ার সম্ভাবনা কত?,5/12,1/3,1/2,7/12,A,প্রোমোশনপ্রাপ্ত মোট = 30 + 20 = 50 সম্ভাবনা = 50/120 = 5/12,6
তথ্য-ভিত্তিক সম্ভাবনা,196,একটি বাক্সে 8টি আপেলের মধ্যে 3টি নষ্ট। দৈবভাবে 2টি আপেল তুললে দুটিই ভালো হওয়ার সম্ভাবনা কত?,5/14,3/8,15/28,9/16,A,ভালো আপেল 5টি সম্ভাবনা = (5/8) × (4/7) = 20/56 = 5/14,7
তথ্য-ভিত্তিক সম্ভাবনা,197,একটি পরীক্ষায় 150 জনের মধ্যে 60 জন পাস করেছে। দৈবভাবে 3 জন নির্বাচিত হলে সকলের ফেল করার সম্ভাবনা কত?,0.064,0.216,0.343,0.512,A,ফেল করেছে 90 জন সম্ভাবনা = (90/150) × (89/149) × (88/148) ≈ 0.216,7
তথ্য-ভিত্তিক সম্ভাবনা,198,একটি শ্রেণিতে 12 জন ছেলে ও 18 জন মেয়ে আছে। দৈবভাবে 2 জন নির্বাচিত হলে একজন ছেলে ও একজন মেয়ে হওয়ার সম্ভাবনা কত?,12/29,24/29,6/29,18/29,B,সম্ভাবনা = [(12C1 × 18C1) / 30C2] = (12×18)/435 = 216/435 ≈ 24/29,6
তথ্য-ভিত্তিক সম্ভাবনা,199,একটি জারে 6টি লাল ও 4টি নীল বল আছে। দৈবভাবে 2টি বল তুললে দুটিই একই রঙের হওয়ার সম্ভাবনা কত?,7/15,8/15,1/3,2/5,A,সম্ভাবনা = [(6C2 + 4C2)/10C2] = (15 + 6)/45 = 21/45 = 7/15,6
তথ্য-ভিত্তিক সম্ভাবনা,200,একটি সার্ভেতে 70% মানুষ চা এবং 50% মানুষ কফি পছন্দ করে। যদি 30% উভয় পছন্দ করে  তবে কত% শুধু চা পছন্দ করে?,40%,20%,30%,10%,A,শুধু চা পছন্দ করে = 70% - 30% = 40%,6
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,201,একটি মুদ্রা 1 বার নিক্ষেপ করলে 'হেড' পাওয়ার সম্ভাবনা কত?,0.25,0.5,0.75,1,B,"নমুনাক্ষেত্র = {H, T}, P(H) = 1/2 = 0.5",1
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,202,একটি পাশা নিক্ষেপে জোড় সংখ্যা পাওয়ার সম্ভাবনা কত?,1/6,1/3,1/2,2/3,C,"নমুনাক্ষেত্র = {1,2,3,4,5,6}, জোড় সংখ্যা = 3টি, P=3/6=0.5",1
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,203,একটি থলেতে 3টি লাল ও 2টি নীল বল আছে। লাল বল পাওয়ার সম্ভাবনা কত?,0.2,0.4,0.6,0.8,C,P(লাল) = 3/(3+2) = 3/5 = 0.6,1
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,204,একটি মুদ্রা ও একটি পাশা একসাথে নিক্ষেপ করলে 'হেড' ও 3 পাওয়ার সম্ভাবনা কত?,1/2,1/6,1/12,1/24,C,সম্ভাবনা ট্রি ব্যবহার করে: P(H) × P(3) = (1/2)×(1/6)=1/12,2
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,205,একটি পরিবারে 2টি শিশু থাকলে উভয়ে ছেলে হওয়ার সম্ভাবনা কত? (ধরে নিন ছেলে বা মেয়ে হওয়ার সম্ভাবনা সমান),0.25,0.5,0.75,1,A,"নমুনাক্ষেত্র = {BB, BG, GB, GG}, P(BB)=1/4=0.25",2
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,206,একটি থলেতে 4টি সাদা ও 1টি কালো বল আছে। 2টি বল তুললে উভয়ই সাদা হওয়ার সম্ভাবনা কত?,0.3,0.6,0.8,1,B,P(সাদা) = (4/5)×(3/4) = 12/20 = 0.6,3
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,207,একটি মুদ্রা 2 বার নিক্ষেপ করলে কমপক্ষে 1 বার 'হেড' পাওয়ার সম্ভাবনা কত?,0.25,0.5,0.75,1,C,"নমুনাক্ষেত্র = {HH, HT, TH, TT}, P(≥1H)=3/4=0.75",3
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,208,একটি পাত্রে 5টি লাল ও 3টি নীল বল আছে। প্রথমে লাল ও পরে নীল বল পাওয়ার সম্ভাবনা কত? (প্রতিস্থাপন ছাড়া),5/14,15/56,5/8,3/8,B,সম্ভাবনা ট্রি অনুযায়ী: (5/8)×(3/7) = 15/56,4
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,209,একটি পরিবারে 3টি শিশু থাকলে কমপক্ষে 1 জন মেয়ে হওয়ার সম্ভাবনা কত?,1/8,3/8,7/8,1,C,P(≥1 মেয়ে) = 1 - P(সব ছেলে) = 1 - (1/8) = 7/8,4
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,210,একটি মুদ্রা 3 বার নিক্ষেপ করলে ঠিক 2 বার 'টেইল' পাওয়ার সম্ভাবনা কত?,1/8,3/8,1/2,5/8,B,সম্ভাবনা ট্রি থেকে: 3C2 × (1/2)^3 = 3/8,5
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,211,একটি পাশা নিক্ষেপে 5 এর চেয়ে বড় সংখ্যা পাওয়ার সম্ভাবনা কত?,0,1/6,1/3,1/2,B,"নমুনাক্ষেত্রে 5 এর চেয়ে বড় শুধু 6, P=1/6",1
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,212,একটি থলেতে 2টি সবুজ ও 3টি হলুদ বল আছে। সবুজ বল পাওয়ার সম্ভাবনা কত?,0.2,0.4,0.6,0.8,B,P(সবুজ) = 2/(2+3) = 2/5 = 0.4,1
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,213,একটি মুদ্রা ও একটি পাশা নিক্ষেপে 'টেইল' ও বিজোড় সংখ্যা পাওয়ার সম্ভাবনা কত?,1/4,1/6,1/8,1/12,A,P(T) × P(বিজোড়) = (1/2)×(3/6)=1/4,2
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,214,একটি ক্লাসে 6 জন ছেলে ও 4 জন মেয়ে আছে। 2 জনের গ্রুপে উভয়ই মেয়ে হওয়ার সম্ভাবনা কত?,1/15,2/15,1/3,4/15,B,P(মেয়ে) = (4/10)×(3/9) = 2/15,3
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,215,একটি মুদ্রা 2 বার নিক্ষেপ করলে ভিন্ন ফলাফল পাওয়ার সম্ভাবনা কত?,0.25,0.5,0.75,1,B,"ভিন্ন ফলাফল = {HT, TH}, P=2/4=0.5",3
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,216,একটি থলেতে 3টি লাল ও 2টি নীল বল আছে। প্রথমে লাল ও পরে নীল বল পাওয়ার সম্ভাবনা কত? (প্রতিস্থাপন সহ),6/25,9/25,12/25,3/5,A,সম্ভাবনা ট্রি: (3/5)×(2/5) = 6/25,4
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,217,একটি পাত্রে 4টি সাদা ও 6টি কালো বল আছে। 2টি বল তুললে উভয়ই কালো হওয়ার সম্ভাবনা কত?,1/3,1/2,2/3,3/4,A,P(কালো) = (6/10)×(5/9) = 1/3,4
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,218,একটি মুদ্রা 4 বার নিক্ষেপ করলে কমপক্ষে 3 বার 'হেড' পাওয়ার সম্ভাবনা কত?,5/16,1/4,3/8,1/2,A,সম্ভাবনা ট্রি থেকে: P(3H) + P(4H) = 4C3×(1/2)^4 + 4C4×(1/2)^4 = 5/16,5
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,219,একটি পাশা 2 বার নিক্ষেপ করলে যোগফল 7 হওয়ার সম্ভাবনা কত?,1/6,1/12,1/18,1/36,A,"নমুনাক্ষেত্রে 6 উপায়ে 7 হয়: (1,6),(2,5),...,(6,1), P=6/36=1/6",5
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,220,একটি থলেতে 5টি লাল ও 5টি নীল বল আছে। 3টি বল তুললে ভিন্ন রং হওয়ার সম্ভাবনা কত?,0.25,0.5,0.75,1,B,সম্ভাবনা = 1 - P(সব লাল + সব নীল) = 1 - [(5C3 + 5C3)/10C3] = 0.5,5
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,221,একটি পাশা নিক্ষেপে মৌলিক সংখ্যা পাওয়ার সম্ভাবনা কত?,1/2,1/3,1/4,1/6,A,"মৌলিক সংখ্যা = {2,3,5}, P=3/6=0.5",1
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,222,একটি মুদ্রা 1 বার নিক্ষেপে 'টেইল' পাওয়ার সম্ভাবনা কত?,0,0.5,1,2,B,"নমুনাক্ষেত্র = {H, T}, P(T) = 0.5",1
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,223,একটি থলেতে 1টি সাদা ও 4টি কালো বল আছে। সাদা বল পাওয়ার সম্ভাবনা কত?,0.1,0.2,0.5,0.8,B,P(সাদা) = 1/(1+4) = 0.2,1
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,224,একটি মুদ্রা ও একটি পাশা নিক্ষেপে 'হেড' ও জোড় সংখ্যা পাওয়ার সম্ভাবনা কত?,1/2,1/4,1/6,1/12,B,P(H) × P(জোড়) = (1/2)×(3/6) = 1/4,2
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,225,একটি পরিবারে 2টি শিশু থাকলে কমপক্ষে 1 জন মেয়ে হওয়ার সম্ভাবনা কত?,0.25,0.5,0.75,1,C,"নমুনাক্ষেত্র = {BB, BG, GB, GG}, P(≥1G)=3/4=0.75",2
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,226,একটি থলেতে 3টি লাল ও 3টি নীল বল আছে। 2টি বল তুললে উভয়ই লাল হওয়ার সম্ভাবনা কত?,0.1,0.2,0.3,0.4,B,P(লাল) = (3/6)×(2/5) = 6/30 = 0.2,3
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,227,একটি মুদ্রা 2 বার নিক্ষেপ করলে উভয়বার 'হেড' পাওয়ার সম্ভাবনা কত?,0.25,0.5,0.75,1,A,"নমুনাক্ষেত্রে 1 উপায়ে HH হয়, P=1/4=0.25",3
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,228,একটি পাত্রে 2টি লাল ও 3টি নীল বল আছে। প্রথমে নীল ও পরে লাল বল পাওয়ার সম্ভাবনা কত? (প্রতিস্থাপন ছাড়া),3/10,1/5,2/5,1/2,A,সম্ভাবনা ট্রি: (3/5)×(2/4) = 3/10,4
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,229,একটি পরিবারে 3টি শিশু থাকলে ঠিক 2 জন ছেলে হওয়ার সম্ভাবনা কত?,1/8,3/8,5/8,7/8,B,সম্ভাবনা ট্রি থেকে: 3C2 × (1/2)^3 = 3/8,4
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,230,একটি মুদ্রা 3 বার নিক্ষেপ করলে কমপক্ষে 1 বার 'টেইল' পাওয়ার সম্ভাবনা কত?,1/8,3/8,7/8,1,C,P(≥1T) = 1 - P(সব H) = 1 - (1/8) = 7/8,5
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,231,একটি পাশা নিক্ষেপে 4 এর কম সংখ্যা পাওয়ার সম্ভাবনা কত?,1/6,1/3,1/2,2/3,C,"নমুনাক্ষেত্রে 4 এর কম = {1,2,3}, P=3/6=0.5",1
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,232,একটি থলেতে 4টি সবুজ ও 1টি লাল বল আছে। লাল বল পাওয়ার সম্ভাবনা কত?,0.1,0.2,0.5,0.8,B,P(লাল) = 1/(4+1) = 0.2,1
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,233,একটি মুদ্রা ও একটি পাশা নিক্ষেপে 'হেড' ও 5 পাওয়ার সম্ভাবনা কত?,1/2,1/6,1/12,1/24,C,P(H) × P(5) = (1/2)×(1/6)=1/12,2
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,234,একটি ক্লাসে 5 জন ছেলে ও 5 জন মেয়ে আছে। 2 জনের গ্রুপে উভয়ই ছেলে হওয়ার সম্ভাবনা কত?,1/4,2/9,1/3,4/9,B,P(ছেলে) = (5/10)×(4/9) = 2/9,3
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,235,একটি মুদ্রা 2 বার নিক্ষেপ করলে একই ফলাফল পাওয়ার সম্ভাবনা কত?,0.25,0.5,0.75,1,B,"একই ফলাফল = {HH, TT}, P=2/4=0.5",3
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,236,একটি থলেতে 2টি সাদা ও 3টি কালো বল আছে। প্রথমে সাদা ও পরে কালো বল পাওয়ার সম্ভাবনা কত? (প্রতিস্থাপন সহ),6/25,9/25,12/25,3/5,A,সম্ভাবনা ট্রি: (2/5)×(3/5) = 6/25,4
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,237,একটি পাত্রে 3টি লাল ও 7টি নীল বল আছে। 2টি বল তুললে উভয়ই নীল হওয়ার সম্ভাবনা কত?,7/15,21/45,49/100,3/10,A,P(নীল) = (7/10)×(6/9) = 7/15,4
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,238,একটি মুদ্রা 4 বার নিক্ষেপ করলে ঠিক 2 বার 'টেইল' পাওয়ার সম্ভাবনা কত?,3/8,5/16,1/2,11/16,A,সম্ভাবনা ট্রি থেকে: 4C2 × (1/2)^4 = 6/16 = 3/8,5
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,239,একটি পাশা 2 বার নিক্ষেপ করলে যোগফল 5 হওয়ার সম্ভাবনা কত?,1/9,1/12,1/18,1/36,A,"নমুনাক্ষেত্রে 4 উপায়ে 5 হয়: (1,4),(2,3),(3,2),(4,1), P=4/36=1/9",5
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,240,একটি থলেতে 4টি লাল ও 4টি নীল বল আছে। 3টি বল তুললে ভিন্ন রং হওয়ার সম্ভাবনা কত?,0.25,0.5,0.75,1,B,সম্ভাবনা = 1 - P(সব লাল + সব নীল) = 1 - [(4C3 + 4C3)/8C3] = 0.5,5
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,241,একটি পাশা নিক্ষেপে 3 এর গুণিতক পাওয়ার সম্ভাবনা কত?,1/6,1/3,1/2,2/3,B,"3 এর গুণিতক = {3,6}, P=2/6=1/3",1
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,242,একটি থলেতে 3টি সাদা ও 2টি কালো বল আছে। সাদা বল পাওয়ার সম্ভাবনা কত?,0.2,0.4,0.6,0.8,C,P(সাদা) = 3/(3+2) = 3/5 = 0.6,1
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,243,একটি মুদ্রা ও একটি পাশা নিক্ষেপে 'টেইল' ও জোড় সংখ্যা পাওয়ার সম্ভাবনা কত?,1/4,1/6,1/8,1/12,A,P(T) × P(জোড়) = (1/2)×(3/6)=1/4,2
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,244,একটি ক্লাসে 4 জন ছেলে ও 6 জন মেয়ে আছে। 2 জনের গ্রুপে উভয়ই মেয়ে হওয়ার সম্ভাবনা কত?,1/3,2/15,1/5,4/15,A,P(মেয়ে) = (6/10)×(5/9) = 1/3,3
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,245,একটি মুদ্রা 2 বার নিক্ষেপ করলে অন্তত 1 বার 'টেইল' পাওয়ার সম্ভাবনা কত?,0.25,0.5,0.75,1,C,"অন্তত 1T = {HT, TH, TT}, P=3/4=0.75",3
