Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty Level
জ্যামিতিতে ভেক্টরের প্রয়োগ,219,দুটি সমান্তরাল সরলরেখার মধ্যবর্তী দূরত্ব নির্ণয়ের সূত্র কী?,|(a2 - a1) × b|/|b|,|(a2 - a1) · b|/|b|,|a1 × a2|/|b|,কোনোটিই নয়,A,সমান্তরাল রেখার দূরত্ব = |(a2 - a1) × b|/|b|,5
জ্যামিতিতে ভেক্টরের প্রয়োগ,220,ভেক্টর পদ্ধতিতে একটি রেখার x-অক্ষের সাথে কোণ নির্ণয় করা যায় কীভাবে?,cosθ = b1/|b|,sinθ = b2/|b|,tanθ = b2/b1,কোনোটিই নয়,A,x-অক্ষের সাথে কোণ: cosθ = b1/|b|,5
জ্যামিতিতে ভেক্টরের প্রয়োগ,221,একটি সমতল ও একটি রেখা পরস্পর সমান্তরাল হলে তাদের সম্পর্ক কী?,a · n = 0,a × n = 0,a = n,কোনোটিই নয়,A,সমান্তরাল হলে a · n = 0,5
জ্যামিতিতে ভেক্টরের প্রয়োগ,222,দুটি সমতলের ছেদরেখার দিক ভেক্টর কী?,n1 + n2,n1 × n2,n1 - n2,কোনোটিই নয়,B,ছেদরেখার দিক ভেক্টর = n1 × n2,5
জ্যামিতিতে ভেক্টরের প্রয়োগ,223,ভেক্টর পদ্ধতিতে একটি রেখার z-অক্ষের সাথে কোণ নির্ণয় করা যায় কীভাবে?,cosθ = b3/|b|,sinθ = b1/|b|,tanθ = b3/b1,কোনোটিই নয়,A,z-অক্ষের সাথে কোণ: cosθ = b3/|b|,6
জ্যামিতিতে ভেক্টরের প্রয়োগ,224,দুটি ভেক্টরের ডট গুণন শূন্য হলে তাদের সম্পর্ক কী?,সমান্তরাল,লম্ব,সমান,কোনোটিই নয়,B,ডট গুণন শূন্য হলে ভেক্টরদ্বয় লম্ব,6
জ্যামিতিতে ভেক্টরের প্রয়োগ,225,ভেক্টর পদ্ধতিতে একটি পিরামিডের আয়তন নির্ণয়ের সূত্র কী?,⅙|a · (b × c)|,⅓|a × b|,½|a × b|,কোনোটিই নয়,A,পিরামিডের আয়তন = ⅙|a · (b × c)|,6
জ্যামিতিতে ভেক্টরের প্রয়োগ,226,একটি রেখা ও একটি সমতলের মধ্যবর্তী কোণ নির্ণয়ের সূত্র কী?,sinθ = |a · n|/|a||n|,cosθ = |a × n|/|a||n|,tanθ = |a × n|,কোনোটিই নয়,A,কোণ নির্ণয়ে sinθ = |a · n|/|a||n|,6
জ্যামিতিতে ভেক্টরের প্রয়োগ,227,দুটি সমতলের ছেদবিন্দুগামী রেখার সমীকরণ কী?,r = a + t(n1 × n2),r = n1 × n2,r = a + t(n1 + n2),কোনোটিই নয়,A,ছেদরেখার সমীকরণ: r = a + t(n1 × n2),6
জ্যামিতিতে ভেক্টরের প্রয়োগ,228,ভেক্টর পদ্ধতিতে একটি চতুস্তলকের আয়তন নির্ণয়ের সূত্র কী?,⅙|(a · (b × c))|,⅓|a × b|,½|a × b × c|,কোনোটিই নয়,A,চতুস্তলকের আয়তন = ⅙|a · (b × c)|,7
জ্যামিতিতে ভেক্টরের প্রয়োগ,229,একটি সমতলের সমীকরণ 2x + 3y + 6z = 9 হলে স্বাভাবিক ভেক্টর কী?,2i + 3j + 6k,3i + 2j + 6k,6i + 3j + 2k,কোনোটিই নয়,A,স্বাভাবিক ভেক্টর = সমীকরণের সহগ,7
জ্যামিতিতে ভেক্টরের প্রয়োগ,230,দুটি সরলরেখার মধ্যবর্তী কোণ θ হলে তাদের দিক ভেক্টরদ্বয়ের সম্পর্ক কী?,cosθ = (b1 · b2)/|b1||b2|,sinθ = |b1 × b2|/|b1||b2|,উভয়ই,কোনোটিই নয়,C,কোণ নির্ণয়ে cosθ বা sinθ ব্যবহার করা যায়,7
জ্যামিতিতে ভেক্টরের প্রয়োগ,231,ভেক্টর পদ্ধতিতে একটি রেখার সমীকরণ r = i + j + t(2i - j + k) হলে দিক ভেক্টর কী?,i + j,2i - j + k,t,কোনোটিই নয়,B,দিক ভেক্টর = 2i - j + k,7
জ্যামিতিতে ভেক্টরের প্রয়োগ,232,একটি সমতল ও একটি রেখার ছেদবিন্দু নির্ণয়ের পদ্ধতি কী?,রেখার সমীকরণ সমতলে বসিয়ে,ক্রস গুণন করে,ডট গুণন করে,কোনোটিই নয়,A,রেখার সমীকরণ সমতলের সমীকরণে বসিয়ে,7
জ্যামিতিতে ভেক্টরের প্রয়োগ,233,"ভেক্টর পদ্ধতিতে, ত্রিভুজ ABC এর ক্ষেত্রফল নির্ণয়ের সূত্র কী?",½|AB × AC|,|AB · AC|,|AB + AC|,|AB - AC|,A,ত্রিভুজের ক্ষেত্রফল = ½|ক্রস গুণন|,7
জ্যামিতিতে ভেক্টরের প্রয়োগ,234,সমতল 2x - 3y + 6z = 12 এবং মূলবিন্দুর মধ্যবর্তী দূরত্ব কত?,12/7,12/5,7/12,5/12,A,দূরত্ব = |d|/√(a²+b²+c²) = 12/7,8
জ্যামিতিতে ভেক্টরের প্রয়োগ,235,a = 2i - j + k এবং b = i + 2j - k ভেক্টরদ্বয়ের সমান্তরাল সন্নিহিত সমান্তরালগ্রামের ক্ষেত্রফল কত?,√51,√35,√49,√48,B,ক্ষেত্রফল = |a × b| = √(1+9+25)=√35,8
জ্যামিতিতে ভেক্টরের প্রয়োগ,236,"(1,2,3) বিন্দু থেকে r = i + j + t(2i - j + 2k) রেখার দূরত্ব কত?",√5,√6,√7,√8,B,দূরত্ব = |(a-p) × b|/|b| = √6,8
জ্যামিতিতে ভেক্টরের প্রয়োগ,237,x + y + z = 1 এবং 2x + 2y + 2z = 3 সমতলদ্বয়ের মধ্যবর্তী দূরত্ব কত?,1/√3,2/√3,√3/2,√3,A,সমান্তরাল সমতলের দূরত্ব = |d2-d1|/|n| = 1/√3,8
জ্যামিতিতে ভেক্টরের প্রয়োগ,238,"a = i + j + k, b = 2i + 3j + k, c = i - j + k ভেক্টর দ্বারা গঠিত চতুস্তলকের আয়তন কত?",1/6,2/3,1/3,1/2,C,আয়তন = 1/6|a·(b×c)| = 1/3,8
জ্যামিতিতে ভেক্টরের প্রয়োগ,239,"r = (1,2,3) + t(2,1,2) রেখা ও r · (i - j + k) = 5 সমতলের মধ্যবর্তী কোণ কত?",sin⁻¹(1/3),cos⁻¹(1/3),tan⁻¹(1/3),cot⁻¹(1/3),A,sinθ = |b·n|/(|b||n|) = 1/3,8
জ্যামিতিতে ভেক্টরের প্রয়োগ,240,"(1,1,1) বিন্দু এবং r = (2,3,4) + t(1,1,1) রেখা দিয়ে গঠিত সমতলের সমীকরণ কী?",x - z = 0,y - z = 0,x - y = 0,x + y + z = 0,A,সমতলের সমীকরণ নির্ণয় করে পাই x-z=0,8
জ্যামিতিতে ভেক্টরের প্রয়োগ,241,r = a + t(b × c) রেখাটি কোন সমতলের সমান্তরাল?,b ও c এর সমতল,a ও b এর সমতল,a ও c এর সমতল,কোনোটিই নয়,A,রেখার দিক ভেক্টর b×c যা b ও c সমতলের লম্ব,8
জ্যামিতিতে ভেক্টরের প্রয়োগ,242,"A(1,0,0), B(0,1,0), C(0,0,1) বিন্দু তিনটি দিয়ে গঠিত সমতলের সমীকরণ কী?",x + y + z = 1,x - y - z = 1,x + y - z = 1,x - y + z = 1,A,সমতলের সমীকরণ: x+y+z=1,9
জ্যামিতিতে ভেক্টরের প্রয়োগ,243,"r = (1,2,3) + t(1,1,1) এবং r = (4,5,6) + s(2,2,2) রেখাদ্বয়ের সম্পর্ক কী?",সমান্তরাল,ছেদকারী,লম্ব,কোনোটিই নয়,A,"দিক ভেক্টর সমান্তরাল (2,2,2)=2(1,1,1)",9
জ্যামিতিতে ভেক্টরের প্রয়োগ,244,a = i + 2j + 3k এবং b = 2i + 4j + 6k ভেক্টরদ্বয়ের মধ্যবর্তী কোণ কত?,0°,45°,90°,180°,A,"ভেক্টরদ্বয় সমান্তরাল, তাই কোণ 0°",9
জ্যামিতিতে ভেক্টরের প্রয়োগ,245,"r · (i + 2j + 2k) = 5 সমতল থেকে (3,2,1) বিন্দুর দূরত্ব কত?",2,3,4,5,A,দূরত্ব = |(3+4+2-5)|/√(1+4+4)=4/3,9
জ্যামিতিতে ভেক্টরের প্রয়োগ,246,"a = i - j + k, b = 2i + j - k, c = i + 2j + k ভেক্টর দ্বারা গঠিত সমান্তরাল পাইপের আয়তন কত?",4,5,9,7,C,আয়তন = |a·(b×c)| = 6,9
জ্যামিতিতে ভেক্টরের প্রয়োগ,247,"r = (1,0,0) + t(1,1,0) এবং r = (0,1,0) + s(0,1,1) রেখাদ্বয়ের মধ্যবর্তী ন্যূনতম দূরত্ব কত?",1/√2,√2,1,2,A,ন্যূনতম দূরত্ব নির্ণয় করে পাই 1/√2,10
জ্যামিতিতে ভেক্টরের প্রয়োগ,248,"(1,1,1) বিন্দুগামী এবং r = (2,3,4) + t(1,1,1) রেখার সমান্তরাল সমতলের সমীকরণ কী?",x + y + z = 3,x - y + z = 3,x + y - z = 3,x - y - z = 3,A,সমতলের সমীকরণ: x+y+z=3,10
জ্যামিতিতে ভেক্টরের প্রয়োগ,249,x + y + z = 1 এবং 2x + 2y + 2z = 3 সমতলদ্বয়ের সম্পর্ক কী?,সমান্তরাল,লম্ব,ছেদকারী,কোনোটিই নয়,A,স্বাভাবিক ভেক্টর সমান্তরাল (2/1=2/1=2/1≠3/1),10
জ্যামিতিতে ভেক্টরের প্রয়োগ,250,"(1,2,3) বিন্দু থেকে 2x - y + 2z = 4 সমতলের দূরত্ব কত?",1,2,3,4,B,দূরত্ব = |2-2+6-4|/√(4+1+4)=2/3,10
